expo_cond,group_comp,timepoint,gene,baseMean,padj,log2FoldChange
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Smpx_74083,1027.87080661036,0.0609210045923381,-1.38222247594138
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Pgam2_30925,1227.74217428644,0.0633070023460079,-1.58768502972424
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Radil_67616,9.53237068185295,0.0653809961247889,-1.52764176246073
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Ccna1_64167,12.6495970657261,0.0658534190065287,1.68409668958666
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Gm21897_82310,36.5336592235256,0.0665508861989672,1.4273806217163
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Myh6_65230,5457.63891933122,0.0665508861989672,-1.57383531435535
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Nr1d1_57433,144.722150929189,0.0665508861989672,-1.47374498538024
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Git1_60874,13.1594831716732,0.0684787989031093,-1.4933977674274
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Aldh1a2_60261,25.2665437742487,0.0718292048058014,2.05714822747114
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Lsamp_78685,20.1853970850268,0.072451015313697,3.35207560015237
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Hebp1_74871,34.1355023796302,0.0817094166845829,1.32259658588716
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Igkv8-21_64922,17.6272238996117,0.0857489411187822,1.87214453892842
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Chrdl1_75785,45.2119529450365,0.0873040218002488,-1.65772281666617
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Igkv14-126_75784,25.966415088947,0.0887216812943974,4.13436921269506
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Tnnt3_29180,14.721144313816,0.088871388093996,-1.65464541649395
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Ttn_78582,584.868673314348,0.0890179925408555,-1.54440676207394
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Zscan30_54541,16.1114711573001,0.0890737726016053,1.36258716682622
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Fbxl13_70966,17.6514287230399,0.091061874817505,1.72872360873851
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Rgs7bp_54317,35.7889377225725,0.0911512096333578,-1.36868652419842
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Tnnt2_74722,4361.81206971102,0.0912239124711502,-1.41700175192001
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Carns1_78585,14.2697190050692,0.0932456451487419,-1.70880540102853
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Med23_66718,12.5020965407588,0.0932456451487419,1.3391799105721
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Cmya5_30158,207.329623907962,0.0941731505798533,-1.48032355818812
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Ugt1a5_31476,21.0577725181847,0.0941731505798533,1.48115926712691
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Actn2_77624,670.158341139025,0.0945480076654386,-1.5343294421693
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Alpk3_61588,150.847856603341,0.0971607578425676,-1.41650300869102
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Ndrg4_71844,239.81016208995501,0.097846184973289,-1.46793758884408
LPS,LPS vs. Saline,24h,Slfn3_82374,1054.17745736515,4.39307676929338e-88,6.31999056435265
LPS,LPS vs. Saline,24h,1600014C10Rik_62062,530.800738522591,4.0758988069262296e-77,4.18374003723746
LPS,LPS vs. Saline,24h,Tnfaip2_69251,2776.16672770836,6.09671776885067e-66,4.02225004992934
LPS,LPS vs. Saline,24h,Gbp2_76070,738.59317392651,6.60576850722034e-66,5.35414699191435
LPS,LPS vs. Saline,24h,Rnf19b_67473,205.837154829782,5.17825854253312e-62,3.2087063886902
LPS,LPS vs. Saline,24h,Trafd1_66514,1001.35832703895,2.39646134356302e-60,2.48799586748872
LPS,LPS vs. Saline,24h,Samhd1_59186,82.8141012372772,2.98734969283453e-59,3.50258982369043
LPS,LPS vs. Saline,24h,Rnf213_57840,455.784318838629,8.1511925963786e-58,3.34380185506988
LPS,LPS vs. Saline,24h,Gbp2_74664,1425.29111788511,2.04113311400411e-53,5.09886259812456
LPS,LPS vs. Saline,24h,Cd274_61345,904.778615371699,3.53747234812959e-53,5.3518685424976304
LPS,LPS vs. Saline,24h,Oasl2_67419,724.881433054652,1.04222894153335e-51,4.18416337991471
LPS,LPS vs. Saline,24h,Nos2_79817,129.792493162659,7.12959491947468e-50,5.0582835431414
LPS,LPS vs. Saline,24h,Irgm1_60585,1020.03806542738,7.50949138615669e-50,4.50362230602986
